id;mtotal;vms;clock;lastclocktime;stage
1;0.0;1;0;0;2
2;0.0;1;0;0;3
3;0.0;1;1;0;1
4;0.0;1;0;0;2
5;0.0;1;0;0;3
6;0.0;1;2;1;1
7;0.0;1;0;0;2
8;0.0;1;0;0;3
9;0.0;1;3;1;1
10;0.0;1;1;0;2
11;0.0;1;0;0;3
12;0.0;1;3;1;1
13;0.0;1;1;0;2
14;0.0;1;0;0;3
15;0.0;1;3;1;1
16;0.0;1;2;1;2
17;0.0;1;1;0;3
18;74.34;1;3;2;1
19;0.0;1;2;1;2
20;0.0;1;1;0;3
21;49.44;1;4;2;1
22;0.0;1;3;1;2
23;0.0;1;2;1;3
24;68.98;1;4;2;1
25;0.0;1;3;1;2
26;0.0;1;2;1;3
27;81.53;1;4;2;1
28;69.28;1;3;1;2
29;0.0;1;2;0;3
30;80.97;1;5;2;1
31;56.13;1;3;1;2
32;0.0;1;2;0;3
33;80.02;1;5;2;1
34;54.58;1;3;3;2
35;48.09;1;2;0;3
36;61.59;1;5;2;1
37;26.86;1;4;3;2
38;47.19;1;3;0;3
39;76.75;1;5;2;1
40;54.28;1;4;3;2
41;31.13;1;3;0;3
42;84.06;1;5;2;1
43;93.13;1;4;3;2
44;6.81;1;3;0;3
45;69.69;1;5;2;1
46;87.81;1;4;3;2
47;7.66;1;3;2;3
48;82.94;1;6;5;1
49;76.47;1;4;3;2
50;14.31;1;4;2;3
51;97.08;1;6;5;1
52;67.94;1;5;3;2
53;29.39;1;4;2;3
54;95.42;1;6;5;1
55;91.69;1;5;3;2
56;60.34;1;4;2;3
57;92.41;1;6;5;1
58;84.94;1;5;3;2
59;73.78;1;4;2;3
60;86.38;1;6;5;1
61;71.44;1;5;3;2
62;47.58;1;4;2;3
63;74.31;1;6;5;1
64;44.44;1;5;3;2
65;29.16;1;4;2;3
66;50.16;1;7;5;1
67;36.44;1;5;3;2
68;58.31;1;4;2;3
69;87.42;1;7;5;1
70;74.44;1;5;3;2
71;67.63;1;4;2;3
72;95.41;1;7;5;1
73;98.16;1;5;3;2
74;35.25;1;4;2;3
75;92.38;1;7;5;1
76;96.33;1;6;7;2
77;0.5;1;5;2;3
78;86.31;1;7;5;1
79;94.19;1;6;7;2
80;0.77;1;5;2;3
81;74.19;1;7;5;1
82;89.94;1;6;7;2
83;3.09;1;5;2;3
84;51.94;1;7;5;1
85;81.44;1;6;7;2
86;7.75;1;5;2;3
87;98.44;1;7;5;1
88;64.44;1;6;7;2
89;17.06;1;5;2;3
90;98.44;1;7;5;1
91;48.44;1;6;7;2
92;35.48;1;5;2;3
93;98.44;1;7;5;1
94;97.44;1;6;7;2
95;70.98;1;5;5;3
96;97.83;1;8;9;1
97;98.44;1;6;7;2
98;92.98;1;5;5;3
99;95.67;1;8;9;1
100;97.14;1;7;7;2
101;85.97;1;5;5;3
102;92.69;1;8;9;1
103;94.31;1;7;7;2
104;72.23;1;6;5;3
