id;mtotal;vms;clock;lastclocktime;stage
1;0.0;1;0;0;2
2;0.0;1;0;0;3
3;0.0;1;2;1;1
4;0.0;1;0;0;2
5;0.0;1;0;0;3
6;0.0;1;2;1;1
7;0.0;1;1;0;2
8;0.0;1;0;0;3
9;0.0;1;3;1;1
10;0.0;1;1;0;2
11;0.0;1;0;0;3
12;0.0;1;3;1;1
13;0.0;1;1;0;2
14;0.0;1;0;0;3
15;0.0;1;3;1;1
16;0.0;1;2;1;2
17;0.0;1;1;0;3
18;70.69;1;3;1;1
19;0.0;1;2;1;2
20;0.0;1;1;0;3
21;56.05;1;4;3;1
22;0.0;1;2;1;2
23;0.0;1;1;0;3
24;55.09;1;4;3;1
25;40.39;1;3;1;2
26;0.0;1;2;2;3
27;93.75;1;4;3;1
28;74.34;1;3;1;2
29;0.0;1;2;1;3
30;88.44;1;5;2;1
31;50.25;1;3;1;2
32;0.0;1;2;1;3
33;77.84;1;5;2;1
34;54.7;1;3;1;2
35;77.19;1;2;1;3
36;57.25;1;5;2;1
37;27.13;1;4;3;2
38;54.41;1;3;1;3
39;73.06;1;5;2;1
40;53.97;1;4;3;2
41;31.17;1;3;1;3
42;83.69;1;5;2;1
43;90.5;1;4;3;2
44;18.91;1;3;1;3
45;68.94;1;5;2;1
46;82.56;1;4;3;2
47;17.17;1;3;1;3
48;79.44;1;5;2;1
49;66.25;1;4;4;2
50;12.36;1;3;2;3
51;98.44;1;6;5;1
52;55.5;1;5;4;2
53;25.02;1;4;2;3
54;98.44;1;6;5;1
55;65.47;1;5;4;2
56;48.33;1;4;2;3
57;98.44;1;6;5;1
58;86.5;1;5;4;2
59;75.22;1;4;2;3
60;98.44;1;6;5;1
61;74.56;1;5;4;2
62;51.86;1;4;2;3
63;98.44;1;6;5;1
64;50.69;1;5;4;2
65;16.73;1;4;2;3
66;98.44;1;6;5;1
67;30.94;1;5;4;2
68;32.47;1;4;2;3
69;97.2;1;7;5;1
70;63.44;1;5;4;2
71;45.94;1;4;2;3
72;95.52;1;7;5;1
73;98.44;1;5;4;2
74;72.88;1;4;2;3
75;92.59;1;7;5;1
76;98.22;1;6;7;2
77;45.75;1;5;2;3
78;86.75;1;7;5;1
79;96.45;1;6;7;2
80;0.94;1;5;2;3
81;75.06;1;7;5;1
82;94.27;1;6;7;2
83;2.44;1;5;2;3
84;51.69;1;7;5;1
85;90.09;1;6;7;2
86;6.44;1;5;2;3
87;83.94;1;7;5;1
88;81.75;1;6;7;2
89;14.44;1;5;2;3
90;98.44;1;7;5;1
91;65.06;1;6;7;2
92;30.44;1;5;2;3
93;98.44;1;7;5;1
94;45.69;1;6;7;2
95;62.44;1;5;5;3
96;98.44;1;7;5;1
97;91.94;1;6;7;2
98;96.88;1;5;5;3
99;97.02;1;8;9;1
100;97.42;1;6;7;2
101;93.75;1;6;5;3
102;94.84;1;8;9;1
103;94.86;1;7;7;2
104;87.52;1;6;5;3
